Round Robin Scheduler Simulation # 1  
State Sequence: 
TIME PID OLDSTATE NEWSTATE
29 2222 RUNNING WAITING
29 5555 READY RUNNING
30 2222 WAITING READY
33 5555 RUNNING WAITING
33 1111 READY RUNNING
34 5555 WAITING READY
37 1111 RUNNING WAITING
37 3333 READY RUNNING
38 1111 WAITING READY
41 3333 RUNNING WAITING
41 4444 READY RUNNING
42 3333 WAITING READY
45 4444 RUNNING WAITING
45 2222 READY RUNNING
46 4444 WAITING READY
48 2222 RUNNING SUSPENDED
48 5555 READY RUNNING
52 5555 RUNNING WAITING
52 1111 READY RUNNING
53 5555 WAITING READY
56 1111 RUNNING WAITING
56 3333 READY RUNNING
57 1111 WAITING READY
60 3333 RUNNING SUSPENDED
60 4444 READY RUNNING
63 4444 RUNNING SUSPENDED
63 5555 READY RUNNING
67 5555 RUNNING WAITING
67 1111 READY RUNNING
68 5555 WAITING READY
69 1111 RUNNING SUSPENDED
69 5555 READY RUNNING
71 5555 RUNNING SUSPENDED
Round Robin Scheduler Simulation # 7  
State Sequence: 
TIME PID OLDSTATE NEWSTATE
0 1111 READY RUNNING
80 1111 RUNNING WAITING
80 2222 READY RUNNING
98 1111 WAITING READY
100 2222 RUNNING READY
100 3333 READY RUNNING
115 3333 RUNNING WAITING
115 4444 READY RUNNING
127 3333 WAITING READY
200 4444 RUNNING READY
200 5555 READY RUNNING
270 5555 RUNNING WAITING
270 6666 READY RUNNING
273 6666 RUNNING WAITING
273 1111 READY RUNNING
275 6666 WAITING READY
284 5555 WAITING READY
300 1111 RUNNING READY
300 2222 READY RUNNING
340 2222 RUNNING WAITING
340 3333 READY RUNNING
345 2222 WAITING READY
355 3333 RUNNING WAITING
355 4444 READY RUNNING
367 3333 WAITING READY
400 4444 RUNNING WAITING
400 6666 READY RUNNING
403 6666 RUNNING WAITING
403 5555 READY RUNNING
405 6666 WAITING READY
407 4444 WAITING READY
473 5555 RUNNING WAITING
473 1111 READY RUNNING
487 5555 WAITING READY
526 1111 RUNNING WAITING
526 2222 READY RUNNING
544 1111 WAITING READY
586 2222 RUNNING WAITING
586 3333 READY RUNNING
591 2222 WAITING READY
601 3333 RUNNING WAITING
601 6666 READY RUNNING
604 6666 RUNNING WAITING
604 4444 READY RUNNING
606 6666 WAITING READY
613 3333 WAITING READY
734 4444 RUNNING WAITING
734 5555 READY RUNNING
741 4444 WAITING READY
804 5555 RUNNING WAITING
804 1111 READY RUNNING
818 5555 WAITING READY
854 1111 RUNNING SUSPENDED
854 2222 READY RUNNING
914 2222 RUNNING WAITING
914 6666 READY RUNNING
917 6666 RUNNING WAITING
917 3333 READY RUNNING
919 2222 WAITING READY
919 6666 WAITING READY
932 3333 RUNNING WAITING
932 4444 READY RUNNING
944 3333 WAITING READY
954 4444 RUNNING READY
954 5555 READY RUNNING
1024 5555 RUNNING WAITING
1024 2222 READY RUNNING
1038 5555 WAITING READY
1054 2222 RUNNING READY
1054 6666 READY RUNNING
1057 6666 RUNNING WAITING
1057 3333 READY RUNNING
1059 6666 WAITING READY
1072 3333 RUNNING WAITING
1072 4444 READY RUNNING
1084 3333 WAITING READY
1132 4444 RUNNING SUSPENDED
1132 5555 READY RUNNING
1202 5555 RUNNING WAITING
1202 2222 READY RUNNING
1216 5555 WAITING READY
1232 2222 RUNNING WAITING
1232 6666 READY RUNNING
1235 6666 RUNNING WAITING
1235 3333 READY RUNNING
1237 2222 WAITING READY
1237 6666 WAITING READY
1250 3333 RUNNING WAITING
1250 5555 READY RUNNING
1262 3333 WAITING READY
1320 5555 RUNNING WAITING
1320 2222 READY RUNNING
1334 5555 WAITING READY
1363 2222 RUNNING SUSPENDED
1363 6666 READY RUNNING
1365 6666 RUNNING SUSPENDED
1365 3333 READY RUNNING
1380 3333 RUNNING WAITING
1380 5555 READY RUNNING
1392 3333 WAITING READY
1450 5555 RUNNING WAITING
1450 3333 READY RUNNING
1464 5555 WAITING READY
1465 3333 RUNNING SUSPENDED
1465 5555 READY RUNNING
1480 5555 RUNNING SUSPENDED
Round Robin Scheduler Simulation # 8  
State Sequence: 
TIME PID OLDSTATE NEWSTATE
1 5555 READY RUNNING
41 5555 RUNNING WAITING
41 7070 READY RUNNING
50 5555 WAITING READY
73 7070 RUNNING WAITING
73 5423 READY RUNNING
101 5423 RUNNING READY
101 4234 READY RUNNING
103 4234 RUNNING WAITING
103 2000 READY RUNNING
104 7070 WAITING READY
113 4234 WAITING READY
201 2000 RUNNING READY
201 8080 READY RUNNING
221 8080 RUNNING WAITING
221 5434 READY RUNNING
231 8080 WAITING READY
261 5434 RUNNING WAITING
261 7863 READY RUNNING
264 5434 WAITING READY
301 7863 RUNNING READY
301 2487 READY RUNNING
310 2487 RUNNING WAITING
310 1002 READY RUNNING
324 2487 WAITING READY
390 1002 RUNNING WAITING
390 1234 READY RUNNING
395 1002 WAITING READY
401 1234 RUNNING READY
401 8888 READY RUNNING
501 8888 RUNNING READY
501 0 READY RUNNING
591 0 RUNNING WAITING
591 5555 READY RUNNING
597 0 WAITING READY
601 5555 RUNNING READY
601 5423 READY RUNNING
673 5423 RUNNING WAITING
673 7070 READY RUNNING
682 5423 WAITING READY
701 7070 RUNNING READY
701 4234 READY RUNNING
703 4234 RUNNING WAITING
703 2000 READY RUNNING
713 4234 WAITING READY
801 2000 RUNNING READY
801 8080 READY RUNNING
821 8080 RUNNING WAITING
821 5434 READY RUNNING
831 8080 WAITING READY
861 5434 RUNNING WAITING
861 7863 READY RUNNING
864 5434 WAITING READY
894 7863 RUNNING WAITING
894 2487 READY RUNNING
901 2487 RUNNING READY
901 1002 READY RUNNING
917 7863 WAITING READY
981 1002 RUNNING WAITING
981 1234 READY RUNNING
986 1002 WAITING READY
1000 1234 RUNNING WAITING
1000 8888 READY RUNNING
1001 8888 RUNNING READY
1001 0 READY RUNNING
1003 1234 WAITING READY
1091 0 RUNNING WAITING
1091 5555 READY RUNNING
1097 0 WAITING READY
1101 5555 RUNNING READY
1101 5423 READY RUNNING
1201 5423 RUNNING WAITING
1201 7070 READY RUNNING
1205 7070 RUNNING WAITING
1205 4234 READY RUNNING
1207 4234 RUNNING WAITING
1207 2000 READY RUNNING
1210 5423 WAITING READY
1217 4234 WAITING READY
1236 7070 WAITING READY
1241 2000 RUNNING WAITING
1241 8080 READY RUNNING
1245 2000 WAITING READY
1261 8080 RUNNING WAITING
1261 5434 READY RUNNING
1271 8080 WAITING READY
1301 5434 RUNNING WAITING
1301 2487 READY RUNNING
1303 2487 RUNNING WAITING
1303 7863 READY RUNNING
1304 5434 WAITING READY
1317 2487 WAITING READY
1376 7863 RUNNING WAITING
1376 1002 READY RUNNING
1399 7863 WAITING READY
1456 1002 RUNNING WAITING
1456 8888 READY RUNNING
1461 1002 WAITING READY
1525 8888 RUNNING WAITING
1525 1234 READY RUNNING
1542 8888 WAITING READY
1555 1234 RUNNING WAITING
1555 0 READY RUNNING
1558 1234 WAITING READY
1645 0 RUNNING WAITING
1645 5555 READY RUNNING
1651 0 WAITING READY
1653 5555 RUNNING SUSPENDED
1653 5423 READY RUNNING
1673 5423 RUNNING SUSPENDED
1673 4234 READY RUNNING
1675 4234 RUNNING WAITING
1675 7070 READY RUNNING
1685 4234 WAITING READY
1690 7070 RUNNING SUSPENDED
1690 2000 READY RUNNING
1699 2000 RUNNING SUSPENDED
1699 8080 READY RUNNING
1719 8080 RUNNING WAITING
1719 5434 READY RUNNING
1729 8080 WAITING READY
1749 5434 RUNNING SUSPENDED
1749 2487 READY RUNNING
1758 2487 RUNNING WAITING
1758 7863 READY RUNNING
1765 7863 RUNNING SUSPENDED
1765 1002 READY RUNNING
1772 2487 WAITING READY
1778 1002 RUNNING SUSPENDED
1778 8888 READY RUNNING
1878 8888 RUNNING READY
1878 1234 READY RUNNING
1908 1234 RUNNING WAITING
1908 0 READY RUNNING
1911 1234 WAITING READY
1978 0 RUNNING READY
1978 4234 READY RUNNING
1980 4234 RUNNING WAITING
1980 8080 READY RUNNING
1990 4234 WAITING READY
2000 8080 RUNNING WAITING
2000 2487 READY RUNNING
2009 2487 RUNNING WAITING
2009 8888 READY RUNNING
2010 8080 WAITING READY
2023 2487 WAITING READY
2078 8888 RUNNING READY
2078 1234 READY RUNNING
2108 1234 RUNNING WAITING
2108 0 READY RUNNING
2111 1234 WAITING READY
2128 0 RUNNING WAITING
2128 4234 READY RUNNING
2130 4234 RUNNING SUSPENDED
2130 8080 READY RUNNING
2134 0 WAITING READY
2138 8080 RUNNING SUSPENDED
2138 2487 READY RUNNING
2146 2487 RUNNING SUSPENDED
2146 8888 READY RUNNING
2147 8888 RUNNING WAITING
2147 1234 READY RUNNING
2164 8888 WAITING READY
2177 1234 RUNNING WAITING
2177 0 READY RUNNING
2180 1234 WAITING READY
2197 0 RUNNING SUSPENDED
2197 8888 READY RUNNING
2297 8888 RUNNING READY
2297 1234 READY RUNNING
2327 1234 RUNNING WAITING
2327 8888 READY RUNNING
2330 1234 WAITING READY
2387 8888 RUNNING SUSPENDED
2387 1234 READY RUNNING
2415 1234 RUNNING SUSPENDED
Round Robin Scheduler Simulation # 9  
State Sequence: 
TIME PID OLDSTATE NEWSTATE
4 1111 READY RUNNING
9 1111 RUNNING WAITING
9 2222 READY RUNNING
12 2222 RUNNING WAITING
12 3333 READY RUNNING
16 1111 WAITING READY
17 2222 WAITING READY
17 3333 RUNNING WAITING
17 4444 READY RUNNING
20 4444 RUNNING WAITING
20 5555 READY RUNNING
22 3333 WAITING READY
22 5555 RUNNING WAITING
22 1111 READY RUNNING
25 5555 WAITING READY
26 4444 WAITING READY
27 1111 RUNNING WAITING
27 2222 READY RUNNING
30 2222 RUNNING WAITING
30 3333 READY RUNNING
34 1111 WAITING READY
35 2222 WAITING READY
35 3333 RUNNING WAITING
35 5555 READY RUNNING
37 5555 RUNNING WAITING
37 4444 READY RUNNING
40 3333 WAITING READY
40 5555 WAITING READY
40 4444 RUNNING WAITING
40 1111 READY RUNNING
41 1111 RUNNING SUSPENDED
41 2222 READY RUNNING
44 2222 RUNNING WAITING
44 3333 READY RUNNING
45 3333 RUNNING SUSPENDED
45 5555 READY RUNNING
46 4444 WAITING READY
47 5555 RUNNING WAITING
47 4444 READY RUNNING
49 2222 WAITING READY
50 5555 WAITING READY
50 4444 RUNNING WAITING
50 2222 READY RUNNING
52 2222 RUNNING SUSPENDED
52 5555 READY RUNNING
54 5555 RUNNING WAITING
56 4444 WAITING READY
56 4444 READY RUNNING
57 5555 WAITING READY
58 4444 RUNNING SUSPENDED
58 5555 READY RUNNING
60 5555 RUNNING WAITING
63 5555 WAITING READY
63 5555 READY RUNNING
64 5555 RUNNING SUSPENDED
Round Robin Scheduler Simulation # 10  
State Sequence: 
TIME PID OLDSTATE NEWSTATE
0 1111 READY RUNNING
30 1111 RUNNING WAITING
30 4444 READY RUNNING
50 1111 WAITING READY
100 4444 RUNNING READY
100 2222 READY RUNNING
180 2222 RUNNING WAITING
180 5555 READY RUNNING
200 5555 RUNNING READY
200 3333 READY RUNNING
206 2222 WAITING READY
240 3333 RUNNING WAITING
240 1111 READY RUNNING
254 3333 WAITING READY
270 1111 RUNNING WAITING
270 4444 READY RUNNING
290 1111 WAITING READY
300 4444 RUNNING WAITING
300 5555 READY RUNNING
380 5555 RUNNING WAITING
380 2222 READY RUNNING
390 4444 WAITING READY
410 5555 WAITING READY
450 2222 RUNNING SUSPENDED
450 3333 READY RUNNING
490 3333 RUNNING WAITING
490 1111 READY RUNNING
504 3333 WAITING READY
520 1111 RUNNING WAITING
520 4444 READY RUNNING
540 1111 WAITING READY
550 4444 RUNNING READY
550 5555 READY RUNNING
650 5555 RUNNING WAITING
650 3333 READY RUNNING
680 5555 WAITING READY
690 3333 RUNNING WAITING
690 1111 READY RUNNING
704 3333 WAITING READY
720 1111 RUNNING WAITING
720 4444 READY RUNNING
740 1111 WAITING READY
790 4444 RUNNING WAITING
790 5555 READY RUNNING
820 5555 RUNNING SUSPENDED
820 3333 READY RUNNING
840 3333 RUNNING SUSPENDED
840 1111 READY RUNNING
870 1111 RUNNING WAITING
880 4444 WAITING READY
880 4444 READY RUNNING
890 1111 WAITING READY
950 4444 RUNNING READY
950 1111 READY RUNNING
960 1111 RUNNING SUSPENDED
960 4444 READY RUNNING
990 4444 RUNNING WAITING
1080 4444 WAITING READY
1080 4444 READY RUNNING
1130 4444 RUNNING SUSPENDED
